PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
299. Paul Byron,MTL,30,"Apr 27, 1989",Canada,163 lbs - 74 kg,5' 9 - 175 cm,"LW, RW",Left,179 - Round 6 - 2007 (BUF),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 23, 2018",30,,,,4,UFA,UFA,2023,"$3,400,000",4.3%,"$3,400,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
300. Brandon Montour,BUF,25,"Apr 11, 1994",Canada,193 lbs - 88 kg,6' 0 - 183 cm,D,Right,55 - Round 2 - 2014 (ANA),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 24, 2018",24,✔,✔,,2,RFA,RFA,2020,"$3,387,500",4.3%,"$3,387,500","$3,525,000","$3,525,000","$3,525,000",$0,$0
301. Ryan Dzingel,CAR,27,"Mar 9, 1992",United States,190 lbs - 86 kg,6' 0 - 183 cm,"LW, RW, C",Left,204 - Round 7 - 2011 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 12, 2019",27,,,,2,UFA,UFA,2021,"$3,375,000",4.1%,"$3,375,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
302. Sven Baertschi,VAN,26,"Oct 5, 1992",Switzerland,190 lbs - 86 kg,5' 11 - 180 cm,LW,Left,13 - Round 1 - 2011 (CGY),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",25,✔,,,3,RFA,UFA,2021,"$3,366,666",4.2%,"$3,366,666","$3,700,000","$2,700,000","$3,700,000","$1,000,000",$0
303. Jakub Vrána,WSH,23,"Feb 28, 1996",Czech Republic,197 lbs - 89 kg,6' 0 - 183 cm,LW,Left,13 - Round 1 - 2014 (WSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 16, 2019",23,,,,2,RFA,RFA,2021,"$3,350,000",4.1%,"$3,350,000","$3,700,000","$2,700,000","$3,700,000","$1,000,000",$0
304. Casey Cizikas,NYI,28,"Feb 27, 1991",Canada,195 lbs - 88 kg,5' 11 - 180 cm,C,Left,92 - Round 4 - 2009 (NYI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 2, 2016",25,✔,,,5,RFA,UFA,2021,"$3,350,000",4.6%,"$3,350,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
305. Michael Grabner,ARI,31,"Oct 5, 1987",Austria,188 lbs - 85 kg,6' 1 - 185 cm,"RW, LW",Left,14 - Round 1 - 2006 (VAN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",30,,,M-NTC,3,UFA,UFA,2021,"$3,350,000",4.2%,"$3,350,000","$3,775,000","$3,775,000","$3,775,000",$0,$0
306. Radko Gudas,WSH,29,"Jun 5, 1990",Czech Republic,204 lbs - 93 kg,6' 0 - 183 cm,D,Right,66 - Round 3 - 2010 (TBL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 23, 2016",26,✔,,,4,RFA,UFA,2020,"$3,350,000",4.6%,"$3,350,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
307. Philipp Grubauer,COL,27,"Nov 25, 1991",Germany,191 lbs - 87 kg,6' 1 - 185 cm,G,Left,112 - Round 4 - 2010 (WSH),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jun 23, 2018",26,✔,,,3,RFA,UFA,2021,"$3,333,333",4.2%,"$3,333,333","$3,900,000","$3,900,000","$3,900,000",$0,$0
308. Thomas Greiss,NYI,33,"Jan 29, 1986",Germany,232 lbs - 105 kg,6' 2 - 188 cm,G,Left,94 - Round 3 - 2004 (SJS),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jan 30, 2017",31,,,,3,UFA,UFA,2020,"$3,333,333",4.6%,"$3,333,333","$3,750,000","$3,750,000","$3,750,000",$0,$0
309. Anthony Mantha,DET,24,"Sep 16, 1994",Canada,225 lbs - 102 kg,6' 5 - 196 cm,"RW, LW",Left,20 - Round 1 - 2013 (DET),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 11, 2018",23,,,,2,RFA,RFA,2020,"$3,300,000",4.2%,"$3,300,000","$3,300,000","$3,300,000","$3,300,000",$0,$0
310. Brenden Dillon,SJS,28,"Nov 13, 1990",Canada,225 lbs - 102 kg,6' 4 - 193 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 29, 2015",24,✔,,,5,RFA,UFA,2020,"$3,270,000",4.6%,"$3,270,000","$3,900,000","$3,900,000","$3,900,000",$0,$0
311. Jack Johnson,PIT,32,"Jan 13, 1987",United States,227 lbs - 103 kg,6' 1 - 185 cm,D,Left,3 - Round 1 - 2005 (CAR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",31,,,,5,UFA,UFA,2023,"$3,250,000",4.1%,"$3,250,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
312. Andrew Cogliano,DAL,32,"Jun 14, 1987",Canada,177 lbs - 80 kg,5' 10 - 178 cm,"LW, RW, C",Left,25 - Round 1 - 2005 (EDM),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 12, 2018",31,,,M-NTC,3,UFA,UFA,2021,"$3,250,000",4.3%,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
313. Jay Bouwmeester,STL,35,"Sep 27, 1983",Canada,206 lbs - 93 kg,6' 4 - 193 cm,D,Left,3 - Round 1 - 2002 (FLA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,35+ (1-way),"Apr 8, 2019",35,,,NTC,1,UFA,UFA,2020,"$3,250,000",4.1%,"$3,500,000","$3,250,000","$3,250,000","$3,250,000",$0,"$250,000"
314. Eric Staal,MIN,34,"Oct 29, 1984",Canada,207 lbs - 94 kg,6' 4 - 193 cm,C,Left,2 - Round 1 - 2003 (CAR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Feb 25, 2019",34,,,,2,UFA,UFA,2021,"$3,250,000",4.1%,"$3,250,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
315. Zack Smith,CHI,31,"Apr 5, 1988",Canada,208 lbs - 94 kg,6' 2 - 188 cm,"LW, C",Left,79 - Round 3 - 2008 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 23, 2017",29,,,M-NTC,4,UFA,UFA,2021,"$3,250,000",4.5%,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
316. Travis Sanheim,PHI,23,"Mar 29, 1996",Canada,181 lbs - 82 kg,6' 3 - 191 cm,D,Left,17 - Round 1 - 2014 (PHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 24, 2019",23,,,,2,RFA,RFA,2021,"$3,250,000",4.0%,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
317. André Burakovsky,COL,24,"Feb 9, 1995",Austria,201 lbs - 91 kg,6' 3 - 191 cm,"LW, RW",Left,23 - Round 1 - 2013 (WSH),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 15, 2019",24,✔,,,1,RFA,RFA,2020,"$3,250,000",4.0%,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
318. Darnell Nurse,EDM,24,"Feb 4, 1995",Canada,221 lbs - 100 kg,6' 4 - 193 cm,D,Left,7 - Round 1 - 2013 (EDM),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 17, 2018",23,,,,2,RFA,RFA,2020,"$3,200,000",4.0%,"$3,200,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
319. Kasperi Kapanen,TOR,22,"Jul 23, 1996",Finland,192 lbs - 87 kg,6' 1 - 185 cm,RW,Right,22 - Round 1 - 2014 (PIT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 28, 2019",22,,,,3,RFA,RFA,2022,"$3,200,000",3.9%,"$3,200,000","$4,400,000","$700,000","$4,400,000","$3,700,000",$0
320. Charlie Coyle,BOS,27,"Mar 2, 1992",United States,220 lbs - 100 kg,6' 3 - 191 cm,"C, RW",Right,28 - Round 1 - 2010 (SJS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Oct 23, 2014",23,,,,5,RFA,UFA,2020,"$3,200,000",4.6%,"$3,200,000","$4,250,000","$4,250,000","$4,250,000",$0,$0
321. Nikita Zadorov,COL,24,"Apr 16, 1995",Russia,230 lbs - 104 kg,6' 5 - 196 cm,D,Left,16 - Round 1 - 2013 (BUF),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 5, 2019",24,✔,,,1,RFA,RFA,2020,"$3,200,000",3.9%,"$3,200,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
322. Trevor Daley,DET,35,"Oct 9, 1983",Canada,195 lbs - 88 kg,5' 11 - 180 cm,D,Left,43 - Round 2 - 2002 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2017",33,,,M-NTC,3,UFA,UFA,2020,"$3,166,666",4.2%,"$3,166,666","$2,200,000","$2,200,000","$2,200,000",$0,$0
323. Sam Gagner,EDM,29,"Aug 10, 1989",Canada,200 lbs - 91 kg,5' 11 - 180 cm,"C, RW",Right,6 - Round 1 - 2007 (EDM),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2017",27,,,,3,UFA,UFA,2020,"$3,150,000",4.2%,"$3,150,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
324. Patrick Eaves,ANA,35,"May 1, 1984",Canada,203 lbs - 92 kg,5' 11 - 180 cm,"RW, LW",Right,29 - Round 1 - 2003 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 23, 2017",33,,,M-NTC,3,UFA,UFA,2020,"$3,150,000",4.2%,"$3,150,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
325. Joshua Morrissey,WPG,24,"Mar 28, 1995",Canada,195 lbs - 88 kg,6' 0 - 183 cm,D,Left,13 - Round 1 - 2013 (WPG),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 16, 2018",23,,,,2,RFA,RFA,2020,"$3,150,000",4.0%,"$3,150,000","$3,150,000","$3,150,000","$3,150,000",$0,$0
326. Max Domi,MTL,24,"Mar 2, 1995",Canada,193 lbs - 88 kg,5' 10 - 178 cm,"C, LW",Left,12 - Round 1 - 2013 (ARI),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 16, 2018",23,,,,2,RFA,RFA,2020,"$3,150,000",4.2%,"$3,150,000","$3,150,000","$2,900,000","$3,150,000","$250,000",$0
327. Derek Ryan,CGY,32,"Dec 29, 1986",United States,185 lbs - 84 kg,5' 10 - 178 cm,C,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",31,,,,3,UFA,UFA,2021,"$3,125,000",3.9%,"$3,125,000","$3,125,000","$3,125,000","$3,125,000",$0,$0
328. Petr Mrázek,CAR,27,"Feb 14, 1992",Czech Republic,190 lbs - 86 kg,6' 1 - 185 cm,G,Left,141 - Round 5 - 2010 (DET),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2019",27,,,,2,UFA,UFA,2021,"$3,125,000",3.8%,"$3,125,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
329. Ryan Strome,NYR,25,"Jul 11, 1993",Canada,194 lbs - 88 kg,6' 1 - 185 cm,"C, RW",Right,5 - Round 1 - 2011 (NYI),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 6, 2018",24,✔,,,2,RFA,RFA,2020,"$3,100,000",3.9%,"$3,100,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
330. Jean-Gabriel Pageau,OTT,26,"Nov 11, 1992",Canada,184 lbs - 83 kg,5' 10 - 178 cm,C,Right,96 - Round 4 - 2011 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 17, 2017",24,✔,✔,,3,RFA,UFA,2020,"$3,100,000",4.1%,"$3,100,000","$3,400,000","$3,400,000","$3,400,000",$0,$0
331. Phillip Danault,MTL,26,"Feb 24, 1993",Canada,198 lbs - 90 kg,6' 1 - 185 cm,C,Left,26 - Round 1 - 2011 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 15, 2018",25,✔,✔,,3,RFA,UFA,2021,"$3,083,333",3.9%,"$3,083,333","$3,000,000","$3,000,000","$3,000,000",$0,$0
332. Patrik Nemeth,DET,27,"Feb 8, 1992",Sweden,219 lbs - 99 kg,6' 3 - 191 cm,D,Left,41 - Round 2 - 2010 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",27,,,,2,UFA,UFA,2021,"$3,000,000",3.7%,"$3,000,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
333. Conor Sheary,BUF,27,"Jun 8, 1992",United States,176 lbs - 80 kg,5' 8 - 173 cm,"LW, RW",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 30, 2017",25,✔,✔,,3,RFA,UFA,2020,"$3,000,000",4.0%,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
334. Valtteri Filppula,DET,35,"Mar 20, 1984",Finland,196 lbs - 89 kg,6' 0 - 183 cm,"C, LW",Left,95 - Round 3 - 2002 (DET),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,35+ (1-way),"Jul 1, 2019",35,,,NTC,2,UFA,UFA,2021,"$3,000,000",3.7%,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
335. Leo Komarov,NYI,32,"Jan 23, 1987",Estonia,209 lbs - 95 kg,5' 11 - 180 cm,"RW, LW, C",Left,180 - Round 6 - 2006 (TOR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",31,,,M-NTC,4,UFA,UFA,2022,"$3,000,000",3.8%,"$3,000,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
336. Antoine Roussel,VAN,29,"Nov 21, 1989",France,199 lbs - 90 kg,5' 11 - 180 cm,LW,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",28,,,M-NTC,4,UFA,UFA,2022,"$3,000,000",3.8%,"$3,000,000","$3,800,000","$2,800,000","$3,800,000","$1,000,000",$0
337. Neal Pionk,WPG,23,"Jul 29, 1995",United States,186 lbs - 84 kg,6' 0 - 183 cm,D,Right,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 21, 2019",23,✔,✔,,2,RFA,RFA,2021,"$3,000,000",3.7%,"$3,000,000","$2,850,000","$2,850,000","$2,850,000",$0,$0
338. Jay Beagle,VAN,33,"Oct 16, 1985",Canada,210 lbs - 95 kg,6' 3 - 191 cm,C,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",32,,,M-NTC,4,UFA,UFA,2022,"$3,000,000",3.8%,"$3,000,000","$3,200,000","$1,200,000","$3,200,000","$2,000,000",$0
339. Jonathan Bernier,DET,30,"Aug 7, 1988",Canada,184 lbs - 83 kg,6' 0 - 183 cm,G,Left,11 - Round 1 - 2006 (LAK),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2018",29,,,,3,UFA,UFA,2021,"$3,000,000",3.8%,"$3,000,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
340. Andreas Athanasiou,DET,24,"Aug 6, 1994",Canada,188 lbs - 85 kg,6' 2 - 188 cm,"C, LW, RW",Left,110 - Round 4 - 2012 (DET),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 5, 2018",23,✔,,,2,RFA,RFA,2020,"$3,000,000",3.8%,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
341. Chris Tierney,OTT,24,"Jul 1, 1994",Canada,195 lbs - 88 kg,6' 1 - 185 cm,C,Left,55 - Round 2 - 2012 (SJS),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 18, 2018",23,✔,✔,,2,RFA,RFA,2020,"$2,937,500",3.7%,"$2,937,500","$2,975,000","$2,975,000","$2,975,000",$0,$0
342. Adam Lowry,WPG,26,"Mar 29, 1993",Canada,210 lbs - 95 kg,6' 5 - 196 cm,C,Left,66 - Round 3 - 2011 (WPG),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 19, 2018",25,✔,✔,,3,RFA,UFA,2021,"$2,916,666",3.7%,"$2,916,666","$2,750,000","$2,750,000","$2,750,000",$0,$0
343. Marcus Foligno,MIN,27,"Aug 10, 1991",United States,228 lbs - 103 kg,6' 3 - 191 cm,"LW, RW",Left,104 - Round 4 - 2009 (BUF),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 14, 2017",25,✔,,,4,RFA,UFA,2021,"$2,875,000",3.8%,"$2,875,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
344. Colton Sissons,NSH,25,"Nov 5, 1993",Canada,200 lbs - 91 kg,6' 1 - 185 cm,"RW, C",Right,50 - Round 2 - 2012 (NSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 23, 2019",25,✔,✔,,7,RFA,UFA,2026,"$2,857,143",3.5%,"$2,857,143","$3,450,000","$3,450,000","$3,450,000",$0,$0
345. Matt Calvert,COL,29,"Dec 24, 1989",Canada,186 lbs - 84 kg,5' 11 - 180 cm,"LW, RW",Left,127 - Round 5 - 2008 (CBJ),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",28,,,,3,UFA,UFA,2021,"$2,850,000",3.6%,"$2,850,000","$2,925,000","$2,925,000","$2,925,000",$0,$0
346. Danton Heinen,BOS,23,"Jul 5, 1995",Canada,188 lbs - 85 kg,6' 1 - 185 cm,"C, LW, RW",Left,116 - Round 4 - 2014 (BOS),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 9, 2019",23,✔,✔,,2,RFA,RFA,2021,"$2,800,000",3.4%,"$2,800,000","$2,825,000","$2,825,000","$2,825,000",$0,$0
347. Ryan Reaves,VGK,32,"Jan 20, 1987",Canada,225 lbs - 102 kg,6' 1 - 185 cm,RW,Right,156 - Round 5 - 2005 (STL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 30, 2018",31,,,,2,UFA,UFA,2020,"$2,775,000",3.5%,"$2,775,000","$2,775,000","$2,775,000","$2,775,000",$0,$0
348. Cam Talbot,CGY,31,"Jul 5, 1987",Canada,196 lbs - 89 kg,6' 4 - 193 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2019",31,,,,1,UFA,UFA,2020,"$2,750,000",3.4%,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
349. Riley Nash,CBJ,30,"May 9, 1989",Canada,190 lbs - 86 kg,6' 1 - 185 cm,"C, RW",Right,21 - Round 1 - 2007 (EDM),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",29,,,,3,UFA,UFA,2021,"$2,750,000",3.5%,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
350. Miles Wood,NJD,23,"Sep 13, 1995",United States,195 lbs - 88 kg,6' 2 - 188 cm,LW,Left,100 - Round 4 - 2013 (NJD),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 22, 2018",22,,,,4,RFA,RFA,2022,"$2,750,000",3.5%,"$2,750,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
351. Richard Pánik,WSH,28,"Feb 7, 1991",Slovakia,208 lbs - 94 kg,6' 1 - 185 cm,"LW, RW",Left,52 - Round 2 - 2009 (TBL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",28,,,,4,UFA,UFA,2023,"$2,750,000",3.4%,"$2,750,000","$3,200,000","$1,200,000","$3,200,000","$2,000,000",$0
352. Jaroslav Halák,BOS,34,"May 13, 1985",Slovakia,185 lbs - 84 kg,5' 11 - 180 cm,G,Left,271 - Round 9 - 2003 (MTL),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2018",33,,,,2,UFA,UFA,2020,"$2,750,000",3.5%,"$2,750,000","$2,250,000","$2,250,000","$2,250,000",$0,$0
353. Carl Hagelin,WSH,30,"Aug 23, 1988",Sweden,186 lbs - 84 kg,5' 11 - 180 cm,LW,Left,168 - Round 6 - 2007 (NYR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 16, 2019",30,,,,4,UFA,UFA,2023,"$2,750,000",3.5%,"$2,750,000","$3,500,000","$2,500,000","$3,500,000","$1,000,000",$0
354. Erik Haula,CAR,28,"Mar 23, 1991",Finland,193 lbs - 88 kg,6' 0 - 183 cm,"C, LW",Left,182 - Round 7 - 2009 (MIN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 21, 2017",26,✔,,,3,RFA,UFA,2020,"$2,750,000",3.7%,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
355. Oskar Sundqvist,STL,25,"Mar 23, 1994",Sweden,209 lbs - 95 kg,6' 3 - 191 cm,"C, RW",Right,81 - Round 3 - 2012 (PIT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 21, 2019",25,✔,✔,,4,RFA,UFA,2023,"$2,750,000",3.4%,"$2,750,000","$2,250,000","$2,250,000","$2,250,000",$0,$0
356. John Moore,BOS,28,"Nov 19, 1990",United States,210 lbs - 95 kg,6' 2 - 188 cm,D,Left,21 - Round 1 - 2009 (CBJ),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",27,,,,5,UFA,UFA,2023,"$2,750,000",3.5%,"$2,750,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
357. Carter Hutton,BUF,33,"Dec 19, 1985",Canada,198 lbs - 90 kg,6' 0 - 183 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2018",32,,,,3,UFA,UFA,2021,"$2,750,000",3.5%,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
358. Mark Pysyk,FLA,27,"Jan 11, 1992",Canada,200 lbs - 91 kg,6' 1 - 185 cm,D,Right,23 - Round 1 - 2010 (BUF),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 6, 2017",25,✔,,,3,RFA,UFA,2020,"$2,733,333",3.6%,"$2,733,333","$3,500,000","$3,500,000","$3,500,000",$0,$0
359. Markus Nutivaara,CBJ,25,"Jun 6, 1994",Finland,191 lbs - 87 kg,6' 1 - 185 cm,D,Left,189 - Round 7 - 2015 (CBJ),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Mar 29, 2018",24,✔,,,4,RFA,UFA,2022,"$2,700,000",3.6%,"$2,700,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
360. Colin Wilson,COL,29,"Oct 20, 1989",United States,221 lbs - 100 kg,6' 1 - 185 cm,"C, LW",Left,7 - Round 1 - 2008 (NSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",29,,,,1,UFA,UFA,2020,"$2,600,000",3.2%,"$2,600,000","$2,600,000","$2,600,000","$2,600,000",$0,$0
361. Anders Nilsson,OTT,29,"Mar 19, 1990",Sweden,232 lbs - 105 kg,6' 6 - 198 cm,G,Left,62 - Round 3 - 2009 (NYI),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"May 29, 2019",29,,,,2,UFA,UFA,2021,"$2,600,000",3.3%,"$2,600,000","$2,800,000","$2,800,000","$2,800,000",$0,$0
362. Joel Armia,MTL,26,"May 31, 1993",Finland,210 lbs - 95 kg,6' 4 - 193 cm,RW,Right,16 - Round 1 - 2011 (BUF),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 11, 2019",26,✔,✔,,2,RFA,UFA,2021,"$2,600,000",3.2%,"$2,600,000","$2,800,000","$2,800,000","$2,800,000",$0,$0
363. Ondrej Kase,ANA,23,"Nov 8, 1995",Czech Republic,186 lbs - 84 kg,5' 11 - 180 cm,RW,Right,205 - Round 7 - 2014 (ANA),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 15, 2018",22,,,,3,RFA,RFA,2021,"$2,600,000",3.3%,"$2,600,000","$2,600,000","$2,600,000","$2,600,000",$0,$0
364. Sam Bennett,CGY,23,"Jun 20, 1996",Canada,195 lbs - 88 kg,6' 1 - 185 cm,"RW, C, LW",Left,4 - Round 1 - 2014 (CGY),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 24, 2019",23,✔,✔,,2,RFA,RFA,2021,"$2,550,000",3.1%,"$2,550,000","$2,550,000","$2,550,000","$2,550,000",$0,$0
365. Frank Vatrano,FLA,25,"Mar 14, 1994",United States,201 lbs - 91 kg,5' 9 - 175 cm,"RW, LW",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Feb 23, 2019",25,✔,,,3,RFA,UFA,2022,"$2,533,333",3.2%,"$2,533,333","$2,500,000","$2,500,000","$2,500,000",$0,$0
366. Derek Forbort,LAK,27,"Mar 4, 1992",United States,219 lbs - 99 kg,6' 4 - 193 cm,D,Left,15 - Round 1 - 2010 (LAK),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Oct 19, 2017",26,✔,,,2,RFA,UFA,2020,"$2,525,000",3.4%,"$2,525,000","$2,800,000","$2,800,000","$2,800,000",$0,$0
